claim_id,year,quarter,region,segment,claim_type,incurred_amount_eur,status,date_of_loss
CLM-10913,2024,2,Madrid,Commercial Fleet,Third-party liability,677402.94,Open,16/04/2024
CLM-10914,2024,2,Madrid,Motorcycle,Third-party liability,606504.16,Closed,27/04/2024
CLM-10915,2024,2,Madrid,Private Motor,Weather damage,248756.6,Closed,13/05/2024
CLM-10916,2024,2,Madrid,Private Motor,Collision,251312.88,Closed,02/05/2024
CLM-10917,2024,2,Madrid,Private Motor,Collision,211540.45,Open,18/05/2024
CLM-10918,2024,2,Madrid,Private Motor,Weather damage,340045.47,Closed,28/04/2024
CLM-10919,2024,2,Madrid,Private Motor,Theft,816993.24,Closed,09/04/2024
CLM-10920,2024,2,Madrid,Private Motor,Theft,361198.98,Closed,04/04/2024
CLM-10921,2024,2,Madrid,Private Motor,Third-party liability,468397.46,Open,27/06/2024
CLM-10922,2024,2,Madrid,Private Motor,Third-party liability,663812.66,Closed,29/04/2024
CLM-10923,2024,2,Madrid,Private Motor,Third-party liability,357278.28,Closed,26/04/2024
CLM-10924,2024,2,Madrid,Private Motor,Theft,553746.91,Closed,29/05/2024
CLM-10925,2024,2,Madrid,Private Motor,Collision,368038.53,Closed,24/06/2024
CLM-10926,2024,2,Madrid,Private Motor,Third-party liability,854409.76,Open,22/05/2024
CLM-10927,2024,2,Madrid,Private Motor,Collision,478842.44,Open,31/05/2024
CLM-10928,2024,2,Madrid,Private Motor,Windscreen,40680.01,Open,14/04/2024
CLM-10929,2024,2,Madrid,Private Motor,Collision,204529.23,Closed,16/06/2024
CLM-10930,2024,2,Madrid,Private Motor,Collision,383776.09,Closed,21/06/2024
CLM-10931,2024,2,Madrid,Private Motor,Theft,302752.48,Closed,02/05/2024
CLM-10932,2024,2,Madrid,Private Motor,Collision,396917.99,Closed,29/05/2024
CLM-10933,2024,2,Madrid,Private Motor,Third-party liability,1020736.56,Open,29/05/2024
CLM-10934,2024,2,Madrid,Private Motor,Windscreen,211600.59,Open,15/06/2024
CLM-10935,2024,2,Madrid,Private Motor,Third-party liability,582713.89,Closed,12/04/2024
CLM-10936,2024,2,Valencia,Commercial Fleet,Weather damage,88681.44,Closed,23/05/2024
CLM-10937,2024,2,Valencia,Commercial Fleet,Collision,238942.62,Closed,26/06/2024
CLM-10938,2024,2,Valencia,Commercial Fleet,Collision,310797.7,Closed,18/05/2024
CLM-10939,2024,2,Valencia,Commercial Fleet,Theft,375238.36,Closed,22/05/2024
CLM-10940,2024,2,Valencia,Commercial Fleet,Windscreen,71480.13,Closed,25/04/2024
CLM-10941,2024,2,Valencia,Commercial Fleet,Weather damage,293320.3,Open,18/06/2024
CLM-10942,2024,2,Valencia,Commercial Fleet,Total loss,758898.44,Closed,03/05/2024
CLM-10943,2024,2,Valencia,Commercial Fleet,Collision,148026.86,Closed,29/04/2024
CLM-10944,2024,2,Valencia,Commercial Fleet,Theft,455341.61,Closed,30/06/2024
CLM-10945,2024,2,Valencia,Motorcycle,Collision,959471.65,Closed,21/05/2024
CLM-10946,2024,2,Valencia,Motorcycle,Weather damage,283364.25,Open,31/05/2024
CLM-10947,2024,2,Valencia,Motorcycle,Weather damage,435449.73,Open,29/06/2024
CLM-10948,2024,2,Valencia,Motorcycle,Weather damage,542155.67,Open,14/06/2024
CLM-10949,2024,2,Valencia,Private Motor,Collision,219138.45,Open,16/06/2024
CLM-10950,2024,2,Valencia,Private Motor,Collision,344848.1,Closed,13/06/2024
CLM-10951,2024,2,Valencia,Private Motor,Theft,573331.62,Closed,05/04/2024
CLM-10952,2024,2,Valencia,Private Motor,Theft,519512.1,Closed,11/05/2024
CLM-10953,2024,2,Valencia,Private Motor,Weather damage,139930.24,Closed,17/06/2024
CLM-10954,2024,2,Valencia,Private Motor,Collision,385414.33,Closed,13/05/2024
CLM-10955,2024,2,Valencia,Private Motor,Collision,263226.82,Closed,05/05/2024
CLM-10956,2024,2,Valencia,Private Motor,Theft,767973.07,Open,02/04/2024
CLM-10957,2024,2,Valencia,Private Motor,Third-party liability,774832.01,Closed,05/06/2024
CLM-10958,2024,2,Valencia,Private Motor,Collision,317037.31,Closed,07/04/2024
CLM-10959,2024,2,Valencia,Private Motor,Weather damage,402726.98,Closed,04/05/2024
CLM-10960,2024,2,Valencia,Private Motor,Weather damage,292098.85,Closed,22/06/2024
CLM-10961,2024,2,Valencia,Private Motor,Weather damage,134603.56,Closed,14/04/2024
CLM-10962,2024,2,Valencia,Private Motor,Windscreen,44395.04,Open,25/05/2024
CLM-10963,2024,2,Valencia,Private Motor,Weather damage,327271.97,Closed,18/04/2024
CLM-10964,2024,2,Valencia,Private Motor,Total loss,590087.22,Closed,27/06/2024
CLM-10965,2024,2,Valencia,Private Motor,Total loss,1359451.26,Closed,02/04/2024
CLM-10966,2024,2,Valencia,Private Motor,Theft,481474.08,Closed,20/04/2024
CLM-10967,2024,2,Valencia,Private Motor,Collision,294867.18,Closed,29/06/2024
CLM-10968,2024,2,Valencia,Private Motor,Third-party liability,772112.18,Closed,05/05/2024
CLM-10969,2024,3,Andalusia,Commercial Fleet,Theft,187346.55,Closed,04/08/2024
CLM-10970,2024,3,Andalusia,Commercial Fleet,Collision,587224.33,Closed,28/08/2024
CLM-10971,2024,3,Andalusia,Commercial Fleet,Third-party liability,650580.94,Open,09/08/2024
CLM-10972,2024,3,Andalusia,Commercial Fleet,Third-party liability,625350.64,Closed,27/09/2024
CLM-10973,2024,3,Andalusia,Commercial Fleet,Theft,478732.51,Closed,20/07/2024
CLM-10974,2024,3,Andalusia,Commercial Fleet,Theft,325180.07,Closed,09/09/2024
CLM-10975,2024,3,Andalusia,Commercial Fleet,Third-party liability,472401.28,Closed,28/08/2024
CLM-10976,2024,3,Andalusia,Commercial Fleet,Collision,456319.96,Closed,19/08/2024
CLM-10977,2024,3,Andalusia,Commercial Fleet,Third-party liability,949698.73,Closed,16/08/2024
CLM-10978,2024,3,Andalusia,Commercial Fleet,Total loss,735006.2,Closed,17/09/2024
CLM-10979,2024,3,Andalusia,Commercial Fleet,Windscreen,50373.27,Closed,01/08/2024
CLM-10980,2024,3,Andalusia,Commercial Fleet,Total loss,902158.11,Closed,20/09/2024
CLM-10981,2024,3,Andalusia,Commercial Fleet,Theft,507584.06,Open,15/08/2024
CLM-10982,2024,3,Andalusia,Motorcycle,Total loss,1812116.42,Closed,13/07/2024
CLM-10983,2024,3,Andalusia,Motorcycle,Theft,548380.85,Closed,30/07/2024
CLM-10984,2024,3,Andalusia,Motorcycle,Weather damage,514297.29,Closed,10/08/2024
CLM-10985,2024,3,Andalusia,Private Motor,Theft,414803.07,Closed,03/08/2024
CLM-10986,2024,3,Andalusia,Private Motor,Collision,374538.12,Closed,11/07/2024
CLM-10987,2024,3,Andalusia,Private Motor,Collision,364932.03,Closed,18/09/2024
CLM-10988,2024,3,Andalusia,Private Motor,Total loss,692091.81,Closed,03/07/2024
CLM-10989,2024,3,Andalusia,Private Motor,Third-party liability,406015.98,Closed,18/07/2024
CLM-10990,2024,3,Andalusia,Private Motor,Total loss,1705139.71,Closed,21/07/2024
CLM-10991,2024,3,Andalusia,Private Motor,Third-party liability,207794.28,Open,10/08/2024
CLM-10992,2024,3,Andalusia,Private Motor,Third-party liability,645588.81,Closed,30/09/2024
CLM-10993,2024,3,Andalusia,Private Motor,Windscreen,89644.17,Closed,20/08/2024
CLM-10994,2024,3,Andalusia,Private Motor,Theft,329209.82,Closed,05/09/2024
CLM-10995,2024,3,Andalusia,Private Motor,Theft,489492.46,Closed,19/07/2024
CLM-10996,2024,3,Andalusia,Private Motor,Weather damage,151384.6,Open,30/09/2024
CLM-10997,2024,3,Andalusia,Private Motor,Third-party liability,629633.5,Closed,19/08/2024
CLM-10998,2024,3,Andalusia,Private Motor,Total loss,1030652.29,Closed,06/07/2024
CLM-10999,2024,3,Andalusia,Private Motor,Collision,314413.11,Closed,02/09/2024
CLM-11000,2024,3,Andalusia,Private Motor,Collision,478208.17,Closed,10/09/2024
CLM-11001,2024,3,Andalusia,Private Motor,Collision,388859.53,Closed,06/09/2024
CLM-11002,2024,3,Andalusia,Private Motor,Theft,504680.62,Closed,18/09/2024
CLM-11003,2024,3,Andalusia,Private Motor,Collision,349612.36,Open,02/09/2024
CLM-11004,2024,3,Andalusia,Private Motor,Third-party liability,605981.67,Closed,20/09/2024
CLM-11005,2024,3,Andalusia,Private Motor,Theft,286183.39,Open,04/07/2024
CLM-11006,2024,3,Andalusia,Private Motor,Collision,328174.29,Closed,10/09/2024
CLM-11007,2024,3,Andalusia,Private Motor,Collision,283326.51,Closed,01/07/2024
CLM-11008,2024,3,Andalusia,Private Motor,Third-party liability,624726.62,Closed,14/09/2024
CLM-11009,2024,3,Andalusia,Private Motor,Collision,444072.04,Closed,08/08/2024
CLM-11010,2024,3,Andalusia,Private Motor,Theft,374180.93,Closed,31/08/2024
CLM-11011,2024,3,Basque Country,Commercial Fleet,Collision,262894.85,Closed,30/09/2024
CLM-11012,2024,3,Basque Country,Commercial Fleet,Third-party liability,530220.1,Closed,26/08/2024
CLM-11013,2024,3,Basque Country,Commercial Fleet,Collision,170263.36,Open,20/09/2024
CLM-11014,2024,3,Basque Country,Commercial Fleet,Collision,269228.87,Closed,25/09/2024
CLM-11015,2024,3,Basque Country,Commercial Fleet,Collision,170481.28,Closed,07/07/2024
CLM-11016,2024,3,Basque Country,Commercial Fleet,Third-party liability,408379.83,Closed,30/09/2024
CLM-11017,2024,3,Basque Country,Motorcycle,Theft,532716.89,Closed,12/09/2024
CLM-11018,2024,3,Basque Country,Private Motor,Third-party liability,608600.53,Closed,23/08/2024
CLM-11019,2024,3,Basque Country,Private Motor,Total loss,685941.82,Closed,15/09/2024
CLM-11020,2024,3,Basque Country,Private Motor,Theft,310652.7,Closed,05/07/2024
CLM-11021,2024,3,Basque Country,Private Motor,Theft,455712.75,Closed,14/08/2024
CLM-11022,2024,3,Basque Country,Private Motor,Third-party liability,532538.01,Closed,25/08/2024
CLM-11023,2024,3,Basque Country,Private Motor,Third-party liability,714242.05,Closed,25/07/2024
CLM-11024,2024,3,Basque Country,Private Motor,Third-party liability,339078.01,Closed,26/09/2024
CLM-11025,2024,3,Basque Country,Private Motor,Third-party liability,881022.36,Closed,16/07/2024
CLM-11026,2024,3,Basque Country,Private Motor,Collision,387102.5,Closed,21/09/2024
CLM-11027,2024,3,Basque Country,Private Motor,Total loss,1630871.52,Closed,11/08/2024
CLM-11028,2024,3,Basque Country,Private Motor,Collision,1000895.72,Closed,14/07/2024
CLM-11029,2024,3,Catalonia,Commercial Fleet,Third-party liability,429936.14,Closed,25/07/2024
CLM-11030,2024,3,Catalonia,Commercial Fleet,Third-party liability,473436.26,Closed,11/08/2024
CLM-11031,2024,3,Catalonia,Commercial Fleet,Total loss,597525.57,Closed,08/07/2024
CLM-11032,2024,3,Catalonia,Commercial Fleet,Third-party liability,1038118.46,Closed,22/07/2024
CLM-11033,2024,3,Catalonia,Commercial Fleet,Third-party liability,392681.17,Closed,28/07/2024
CLM-11034,2024,3,Catalonia,Commercial Fleet,Windscreen,24812.41,Closed,01/08/2024
CLM-11035,2024,3,Catalonia,Commercial Fleet,Collision,245726.43,Closed,28/08/2024
CLM-11036,2024,3,Catalonia,Commercial Fleet,Collision,437430.29,Closed,07/08/2024
CLM-11037,2024,3,Catalonia,Commercial Fleet,Third-party liability,414448.62,Closed,11/08/2024
CLM-11038,2024,3,Catalonia,Motorcycle,Third-party liability,1009842.95,Closed,07/08/2024
CLM-11039,2024,3,Catalonia,Motorcycle,Collision,474213.26,Closed,26/08/2024
CLM-11040,2024,3,Catalonia,Motorcycle,Collision,436165.4,Closed,15/07/2024
CLM-11041,2024,3,Catalonia,Private Motor,Theft,405073.66,Closed,24/08/2024
CLM-11042,2024,3,Catalonia,Private Motor,Third-party liability,915642.49,Closed,02/09/2024
CLM-11043,2024,3,Catalonia,Private Motor,Theft,696693.92,Closed,06/08/2024
CLM-11044,2024,3,Catalonia,Private Motor,Collision,384539.96,Open,15/08/2024
CLM-11045,2024,3,Catalonia,Private Motor,Windscreen,55702.86,Closed,15/07/2024
CLM-11046,2024,3,Catalonia,Private Motor,Weather damage,130637.09,Open,18/07/2024
CLM-11047,2024,3,Catalonia,Private Motor,Collision,145907.7,Closed,26/07/2024
CLM-11048,2024,3,Catalonia,Private Motor,Theft,371375.16,Closed,17/09/2024
CLM-11049,2024,3,Catalonia,Private Motor,Total loss,1491299.93,Closed,24/07/2024
CLM-11050,2024,3,Catalonia,Private Motor,Theft,376593.58,Closed,26/08/2024
CLM-11051,2024,3,Catalonia,Private Motor,Theft,532319.07,Closed,25/09/2024
CLM-11052,2024,3,Catalonia,Private Motor,Collision,450249.8,Closed,12/09/2024
CLM-11053,2024,3,Catalonia,Private Motor,Third-party liability,214019.15,Closed,08/08/2024
CLM-11054,2024,3,Catalonia,Private Motor,Third-party liability,762300.43,Closed,30/08/2024
CLM-11055,2024,3,Catalonia,Private Motor,Weather damage,169716.37,Closed,28/09/2024
CLM-11056,2024,3,Catalonia,Private Motor,Third-party liability,645586.23,Closed,09/09/2024
CLM-11057,2024,3,Catalonia,Private Motor,Collision,287712.21,Closed,21/09/2024
CLM-11058,2024,3,Catalonia,Private Motor,Collision,199117.96,Closed,26/09/2024
CLM-11059,2024,3,Galicia,Commercial Fleet,Weather damage,153832.14,Closed,16/07/2024
CLM-11060,2024,3,Galicia,Private Motor,Third-party liability,463954.99,Closed,02/08/2024
CLM-11061,2024,3,Galicia,Private Motor,Theft,441302.57,Closed,24/09/2024
CLM-11062,2024,3,Galicia,Private Motor,Collision,466683.62,Closed,27/09/2024
CLM-11063,2024,3,Galicia,Private Motor,Third-party liability,1463842.43,Open,09/09/2024
CLM-11064,2024,3,Galicia,Private Motor,Collision,211826.95,Open,25/09/2024
CLM-11065,2024,3,Galicia,Private Motor,Theft,355685.94,Open,16/09/2024
CLM-11066,2024,3,Galicia,Private Motor,Windscreen,35585.67,Open,19/08/2024
CLM-11067,2024,3,Galicia,Private Motor,Third-party liability,522637.05,Closed,03/07/2024
CLM-11068,2024,3,Galicia,Private Motor,Collision,336230.66,Closed,29/09/2024
CLM-11069,2024,3,Madrid,Commercial Fleet,Collision,272314.03,Closed,13/07/2024
CLM-11070,2024,3,Madrid,Commercial Fleet,Collision,405872.77,Closed,20/07/2024
CLM-11071,2024,3,Madrid,Commercial Fleet,Collision,390736.45,Closed,27/08/2024
CLM-11072,2024,3,Madrid,Commercial Fleet,Total loss,1417157.53,Open,07/09/2024
CLM-11073,2024,3,Madrid,Commercial Fleet,Collision,275361.64,Closed,06/07/2024
CLM-11074,2024,3,Madrid,Commercial Fleet,Windscreen,37889.74,Closed,27/08/2024
CLM-11075,2024,3,Madrid,Commercial Fleet,Collision,361943.7,Closed,18/09/2024
CLM-11076,2024,3,Madrid,Commercial Fleet,Third-party liability,1658260.28,Closed,29/09/2024
CLM-11077,2024,3,Madrid,Commercial Fleet,Total loss,1176687.35,Closed,13/09/2024
CLM-11078,2024,3,Madrid,Commercial Fleet,Collision,275818.59,Open,27/07/2024
CLM-11079,2024,3,Madrid,Motorcycle,Third-party liability,847865.16,Closed,22/08/2024
CLM-11080,2024,3,Madrid,Motorcycle,Collision,164391.75,Closed,02/07/2024
CLM-11081,2024,3,Madrid,Motorcycle,Collision,1046551.96,Closed,29/09/2024
CLM-11082,2024,3,Madrid,Motorcycle,Collision,545632.64,Open,30/07/2024
CLM-11083,2024,3,Madrid,Motorcycle,Total loss,699244.33,Closed,16/09/2024
CLM-11084,2024,3,Madrid,Motorcycle,Collision,194637.72,Closed,16/09/2024
CLM-11085,2024,3,Madrid,Private Motor,Theft,355588.19,Closed,26/08/2024
CLM-11086,2024,3,Madrid,Private Motor,Theft,264660.29,Closed,02/07/2024
CLM-11087,2024,3,Madrid,Private Motor,Collision,157016.42,Closed,22/09/2024
CLM-11088,2024,3,Madrid,Private Motor,Third-party liability,745158.58,Closed,12/08/2024
CLM-11089,2024,3,Madrid,Private Motor,Third-party liability,1120035.08,Closed,27/07/2024
CLM-11090,2024,3,Madrid,Private Motor,Third-party liability,857781.79,Closed,23/07/2024
CLM-11091,2024,3,Madrid,Private Motor,Weather damage,168706.32,Closed,27/09/2024
CLM-11092,2024,3,Madrid,Private Motor,Third-party liability,546805.46,Open,13/09/2024
CLM-11093,2024,3,Madrid,Private Motor,Collision,170317.53,Closed,09/07/2024
CLM-11094,2024,3,Madrid,Private Motor,Theft,863994.97,Open,20/09/2024
CLM-11095,2024,3,Madrid,Private Motor,Collision,354021.84,Closed,24/08/2024
CLM-11096,2024,3,Madrid,Private Motor,Weather damage,211647.52,Closed,22/09/2024
CLM-11097,2024,3,Madrid,Private Motor,Third-party liability,956913.36,Closed,27/07/2024
CLM-11098,2024,3,Madrid,Private Motor,Theft,1100840.85,Closed,29/08/2024
CLM-11099,2024,3,Madrid,Private Motor,Theft,475869.98,Closed,17/07/2024
CLM-11100,2024,3,Madrid,Private Motor,Third-party liability,474113.95,Closed,11/08/2024
CLM-11101,2024,3,Madrid,Private Motor,Total loss,634108.77,Closed,25/07/2024
CLM-11102,2024,3,Madrid,Private Motor,Collision,261421.49,Closed,23/07/2024
CLM-11103,2024,3,Madrid,Private Motor,Third-party liability,443288.64,Open,11/09/2024
CLM-11104,2024,3,Madrid,Private Motor,Collision,298108.37,Closed,29/08/2024
CLM-11105,2024,3,Madrid,Private Motor,Theft,714481.11,Closed,01/09/2024
CLM-11106,2024,3,Madrid,Private Motor,Windscreen,35752.96,Closed,20/08/2024
CLM-11107,2024,3,Madrid,Private Motor,Third-party liability,628115.85,Closed,25/09/2024
CLM-11108,2024,3,Madrid,Private Motor,Theft,466526.83,Closed,14/07/2024
CLM-11109,2024,3,Madrid,Private Motor,Collision,235999.54,Closed,05/08/2024
CLM-11110,2024,3,Madrid,Private Motor,Windscreen,113506.48,Closed,06/08/2024
CLM-11111,2024,3,Madrid,Private Motor,Third-party liability,356757.06,Open,16/09/2024
CLM-11112,2024,3,Madrid,Private Motor,Third-party liability,884403.49,Closed,24/08/2024
CLM-11113,2024,3,Madrid,Private Motor,Collision,286192.38,Open,20/07/2024
CLM-11114,2024,3,Madrid,Private Motor,Third-party liability,649545.89,Closed,26/07/2024
CLM-11115,2024,3,Madrid,Private Motor,Collision,306639.97,Open,22/08/2024
CLM-11116,2024,3,Madrid,Private Motor,Total loss,1242767.38,Closed,20/09/2024
CLM-11117,2024,3,Madrid,Private Motor,Collision,197493.17,Closed,21/07/2024
CLM-11118,2024,3,Madrid,Private Motor,Collision,199940.65,Open,03/09/2024
CLM-11119,2024,3,Valencia,Commercial Fleet,Third-party liability,541878.1,Closed,28/09/2024
CLM-11120,2024,3,Valencia,Commercial Fleet,Total loss,997149.28,Closed,22/07/2024
CLM-11121,2024,3,Valencia,Commercial Fleet,Collision,185045.85,Closed,15/07/2024
CLM-11122,2024,3,Valencia,Commercial Fleet,Windscreen,93601.69,Open,06/07/2024
CLM-11123,2024,3,Valencia,Commercial Fleet,Theft,428889.71,Closed,13/07/2024
CLM-11124,2024,3,Valencia,Commercial Fleet,Theft,343925.66,Open,12/09/2024
CLM-11125,2024,3,Valencia,Commercial Fleet,Collision,130078.24,Closed,12/07/2024
CLM-11126,2024,3,Valencia,Commercial Fleet,Theft,893872.22,Closed,16/09/2024
CLM-11127,2024,3,Valencia,Commercial Fleet,Third-party liability,744211.5,Closed,28/09/2024
CLM-11128,2024,3,Valencia,Commercial Fleet,Theft,623787.78,Closed,29/07/2024
CLM-11129,2024,3,Valencia,Motorcycle,Collision,1101943.46,Closed,12/09/2024
CLM-11130,2024,3,Valencia,Motorcycle,Collision,1026444.84,Closed,19/07/2024
CLM-11131,2024,3,Valencia,Private Motor,Third-party liability,1124724.05,Closed,26/08/2024
CLM-11132,2024,3,Valencia,Private Motor,Collision,189928.25,Closed,04/09/2024
CLM-11133,2024,3,Valencia,Private Motor,Third-party liability,1557076.53,Open,13/07/2024
CLM-11134,2024,3,Valencia,Private Motor,Theft,1668954.55,Open,21/08/2024
CLM-11135,2024,3,Valencia,Private Motor,Weather damage,322235.42,Open,27/07/2024
CLM-11136,2024,3,Valencia,Private Motor,Weather damage,281181.46,Closed,20/09/2024
CLM-11137,2024,3,Valencia,Private Motor,Weather damage,590306.82,Closed,21/08/2024
CLM-11138,2024,3,Valencia,Private Motor,Weather damage,166368.0,Closed,24/07/2024
CLM-11139,2024,3,Valencia,Private Motor,Weather damage,475837.86,Open,01/08/2024
CLM-11140,2024,3,Valencia,Private Motor,Total loss,1869941.35,Open,12/07/2024
CLM-11141,2024,4,Andalusia,Commercial Fleet,Theft,518186.6,Closed,07/11/2024
CLM-11142,2024,4,Andalusia,Commercial Fleet,Windscreen,51171.03,Closed,25/11/2024
CLM-11143,2024,4,Andalusia,Commercial Fleet,Theft,547113.82,Closed,19/10/2024
CLM-11144,2024,4,Andalusia,Commercial Fleet,Collision,316512.57,Closed,25/12/2024
CLM-11145,2024,4,Andalusia,Commercial Fleet,Collision,1041512.06,Closed,20/12/2024
CLM-11146,2024,4,Andalusia,Commercial Fleet,Total loss,2035118.32,Closed,26/11/2024
CLM-11147,2024,4,Andalusia,Commercial Fleet,Collision,282335.58,Closed,17/10/2024
CLM-11148,2024,4,Andalusia,Commercial Fleet,Collision,171993.34,Closed,06/12/2024
CLM-11149,2024,4,Andalusia,Commercial Fleet,Third-party liability,487701.81,Closed,11/11/2024
CLM-11150,2024,4,Andalusia,Commercial Fleet,Third-party liability,228516.82,Closed,02/11/2024
CLM-11151,2024,4,Andalusia,Motorcycle,Theft,699188.27,Closed,03/10/2024
CLM-11152,2024,4,Andalusia,Motorcycle,Windscreen,150499.92,Closed,16/12/2024
CLM-11153,2024,4,Andalusia,Motorcycle,Collision,887192.29,Closed,12/11/2024
CLM-11154,2024,4,Andalusia,Motorcycle,Weather damage,283530.57,Closed,30/10/2024
CLM-11155,2024,4,Andalusia,Private Motor,Theft,505969.24,Closed,07/12/2024
CLM-11156,2024,4,Andalusia,Private Motor,Collision,433524.48,Closed,12/10/2024
CLM-11157,2024,4,Andalusia,Private Motor,Total loss,951149.59,Open,02/12/2024
CLM-11158,2024,4,Andalusia,Private Motor,Theft,506521.16,Closed,04/12/2024
CLM-11159,2024,4,Andalusia,Private Motor,Collision,232967.22,Open,04/10/2024
CLM-11160,2024,4,Andalusia,Private Motor,Theft,394645.62,Open,21/12/2024
CLM-11161,2024,4,Andalusia,Private Motor,Windscreen,42990.99,Closed,27/10/2024
CLM-11162,2024,4,Andalusia,Private Motor,Windscreen,64980.09,Closed,05/10/2024
CLM-11163,2024,4,Andalusia,Private Motor,Total loss,606524.41,Closed,06/11/2024
CLM-11164,2024,4,Andalusia,Private Motor,Third-party liability,611886.04,Closed,27/11/2024
CLM-11165,2024,4,Andalusia,Private Motor,Weather damage,152418.76,Closed,27/10/2024
CLM-11166,2024,4,Andalusia,Private Motor,Collision,357448.06,Closed,25/12/2024
CLM-11167,2024,4,Andalusia,Private Motor,Weather damage,672775.23,Closed,09/10/2024
CLM-11168,2024,4,Andalusia,Private Motor,Collision,142653.93,Open,07/12/2024
CLM-11169,2024,4,Andalusia,Private Motor,Collision,645796.49,Closed,15/11/2024
CLM-11170,2024,4,Andalusia,Private Motor,Third-party liability,542319.32,Closed,09/11/2024
CLM-11171,2024,4,Andalusia,Private Motor,Collision,248935.39,Closed,09/11/2024
CLM-11172,2024,4,Andalusia,Private Motor,Third-party liability,1787670.04,Closed,29/11/2024
CLM-11173,2024,4,Basque Country,Commercial Fleet,Collision,396624.05,Closed,25/11/2024
CLM-11174,2024,4,Basque Country,Commercial Fleet,Collision,250721.05,Closed,24/12/2024
CLM-11175,2024,4,Basque Country,Motorcycle,Windscreen,95568.1,Closed,13/12/2024
CLM-11176,2024,4,Basque Country,Private Motor,Collision,410615.21,Closed,05/11/2024
CLM-11177,2024,4,Basque Country,Private Motor,Collision,259850.92,Closed,10/10/2024
CLM-11178,2024,4,Basque Country,Private Motor,Third-party liability,700365.82,Closed,08/12/2024
CLM-11179,2024,4,Basque Country,Private Motor,Collision,451639.2,Closed,20/10/2024
CLM-11180,2024,4,Basque Country,Private Motor,Collision,166126.15,Closed,19/11/2024
CLM-11181,2024,4,Basque Country,Private Motor,Total loss,733889.41,Open,27/12/2024
CLM-11182,2024,4,Basque Country,Private Motor,Collision,292898.11,Open,18/12/2024
CLM-11183,2024,4,Basque Country,Private Motor,Total loss,580571.96,Closed,21/12/2024
CLM-11184,2024,4,Basque Country,Private Motor,Third-party liability,327538.71,Closed,13/12/2024
CLM-11185,2024,4,Catalonia,Commercial Fleet,Collision,256055.04,Closed,15/11/2024
CLM-11186,2024,4,Catalonia,Commercial Fleet,Collision,316172.1,Closed,13/11/2024
CLM-11187,2024,4,Catalonia,Commercial Fleet,Total loss,558860.57,Closed,22/12/2024
CLM-11188,2024,4,Catalonia,Commercial Fleet,Third-party liability,894493.58,Closed,05/10/2024
CLM-11189,2024,4,Catalonia,Commercial Fleet,Total loss,953361.01,Closed,13/12/2024
CLM-11190,2024,4,Catalonia,Commercial Fleet,Collision,166169.29,Closed,22/10/2024
CLM-11191,2024,4,Catalonia,Commercial Fleet,Third-party liability,499772.81,Closed,11/10/2024
CLM-11192,2024,4,Catalonia,Commercial Fleet,Collision,106334.79,Closed,23/11/2024
CLM-11193,2024,4,Catalonia,Commercial Fleet,Third-party liability,343277.09,Closed,09/12/2024
CLM-11194,2024,4,Catalonia,Commercial Fleet,Collision,253141.39,Closed,19/10/2024
CLM-11195,2024,4,Catalonia,Commercial Fleet,Collision,252560.22,Open,29/10/2024
CLM-11196,2024,4,Catalonia,Commercial Fleet,Third-party liability,509273.56,Open,29/12/2024
CLM-11197,2024,4,Catalonia,Commercial Fleet,Collision,320468.98,Closed,20/12/2024
CLM-11198,2024,4,Catalonia,Commercial Fleet,Weather damage,245103.09,Closed,26/12/2024
CLM-11199,2024,4,Catalonia,Commercial Fleet,Theft,577287.76,Closed,09/10/2024
CLM-11200,2024,4,Catalonia,Commercial Fleet,Collision,357614.61,Open,06/12/2024
CLM-11201,2024,4,Catalonia,Commercial Fleet,Collision,215833.71,Closed,30/11/2024
CLM-11202,2024,4,Catalonia,Motorcycle,Collision,486981.81,Closed,26/10/2024
CLM-11203,2024,4,Catalonia,Private Motor,Weather damage,135103.33,Closed,23/11/2024
CLM-11204,2024,4,Catalonia,Private Motor,Collision,463927.08,Open,27/12/2024
CLM-11205,2024,4,Catalonia,Private Motor,Collision,195146.2,Closed,11/12/2024
CLM-11206,2024,4,Catalonia,Private Motor,Theft,821904.29,Open,30/11/2024
CLM-11207,2024,4,Catalonia,Private Motor,Total loss,654293.98,Closed,16/10/2024
CLM-11208,2024,4,Catalonia,Private Motor,Theft,425909.86,Closed,15/12/2024
CLM-11209,2024,4,Catalonia,Private Motor,Collision,697851.66,Closed,26/10/2024
CLM-11210,2024,4,Catalonia,Private Motor,Third-party liability,645937.99,Closed,09/12/2024
CLM-11211,2024,4,Catalonia,Private Motor,Total loss,471669.85,Closed,19/11/2024
CLM-11212,2024,4,Catalonia,Private Motor,Third-party liability,539295.16,Open,21/11/2024
CLM-11213,2024,4,Catalonia,Private Motor,Collision,302020.79,Closed,29/11/2024
CLM-11214,2024,4,Catalonia,Private Motor,Windscreen,40185.07,Closed,24/11/2024
CLM-11215,2024,4,Catalonia,Private Motor,Collision,299213.24,Closed,11/10/2024
CLM-11216,2024,4,Catalonia,Private Motor,Collision,769106.34,Open,20/11/2024
CLM-11217,2024,4,Catalonia,Private Motor,Windscreen,58957.97,Closed,07/12/2024
CLM-11218,2024,4,Catalonia,Private Motor,Weather damage,183767.98,Open,12/11/2024
